Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"KiU-Net: Towards Accurate Segmentation of Biomedical Images Using Over-Complete Representations","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_36","Jeya Maria Jose ValanarasuVishwanath A. SindagiIlker HacihalilogluVishal M. Patel","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_36","Chapter"
"Holistic Analysis of Abdominal CT for Predicting the Grade of Dysplasia of Pancreatic Lesions","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_28","Konstantin DmitrievArie E. Kaufman","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_28","Chapter"
"Orchestrating Medical Image Compression and Remote Segmentation Networks","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_40","Zihao LiuSicheng LiYen-kuang ChenTao LiuQi LiuXiaowei XuYiyu ShiWujie Wen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_40","Chapter"
"Construction of Spatiotemporal Infant Cortical Surface Functional Templates","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_24","Ying HuangFan WangZhengwang WuZengsi ChenHan ZhangLi WangWeili LinDinggang ShenGang Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_24","Chapter"
"Preoperative Prediction of Lymph Node Metastasis from Clinical DCE MRI of the Primary Breast Tumor Using a 4D CNN","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_32","Son NguyenDogan PolatPaniz KarbasiDaniel MoserLiqiang WangKeith HulseyMurat Can ÇobanoğluBasak DoganAlbert Montillo","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_32","Chapter"
"Scribble2Label: Scribble-Supervised Cell Segmentation via Self-generating Pseudo-Labels with Consistency","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_2","Hyeonsoo LeeWon-Ki Jeong","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_2","Chapter"
"Predicting Obstructive Hydronephrosis Based on Ultrasound Alone","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_47","Lauren ErdmanMarta SkretaMandy RickardCarson McLeanAziz MezliniDaniel T. KeefeAnne-Sophie BlaisMichael BrudnoArmando LorenzoAnna Goldenberg","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_47","Chapter"
"Self-Supervised Contrastive Video-Speech Representation Learning for Ultrasound","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_51","Jianbo JiaoYifan CaiMohammad AlsharidLior DrukkerAris T. PapageorghiouJ. Alison Noble","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_51","Chapter"
"Deep Learning Automatic Fetal Structures Segmentation in MRI Scans with Few Annotated Datasets","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_35","Gal DudovitchDaphna Link-SouraniLiat Ben SiraElka MillerDafna Ben BashatLeo Joskowicz","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_35","Chapter"
"Self Domain Adapted Network","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_43","Yufan HeAaron CarassLianrui ZuoBlake E. DeweyJerry L. Prince","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_43","Chapter"
"Divide-and-Rule: Self-Supervised Learning for Survival Analysis in Colorectal Cancer","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_46","Christian AbbetInti ZlobecBehzad BozorgtabarJean-Philippe Thiran","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_46","Chapter"
"Multiple Instance Learning with Center Embeddings for Histopathology Classification","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_50","Philip ChikontweMeejeong KimSoo Jeong NamHeounjeong GoSang Hyun Park","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_50","Chapter"
"Automatic CAD-RADS Scoring Using Deep Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_5","Felix DenzingerMichael WelsKatharina BreiningerMehmet A. GülsünMax SchöbingerFlorian AndréSebastian BußJohannes GörichMichael SühlingAndreas Maier","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_5","Chapter"
"Unsupervised Learning and Statistical Shape Modeling of the Morphometry and Hemodynamics of Coarctation of the Aorta","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_75","Bente ThamsenPavlo YevtushenkoLina GundelweinHans LameckerTitus KühneLeonid Goubergrits","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_75","Chapter"
"Spatial Similarity-Aware Learning and Fused Deep Polynomial Network for Detection of Obsessive-Compulsive Disorder","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_59","Peng YangQiong YangZhen WeiLi ShenTianfu WangZiwen PengBaiying Lei","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_59","Chapter"
"Brain MR to PET Synthesis via Bidirectional Generative Adversarial Network","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_67","Shengye HuYanyan ShenShuqiang WangBaiying Lei","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_67","Chapter"
"A Deep Spatial Context Guided Framework for Infant Brain Subcortical Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_63","Liangjun ChenZhengwang WuDan HuYa WangZhanhao MoLi WangWeili LinDinggang ShenGang Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_63","Chapter"
"Interpretation of Disease Evidence for Medical Images Using Adversarial Deformation Fields","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_71","Ricardo Bigolin LanfrediJoyce D. SchroederClement VachetTolga Tasdizen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_71","Chapter"
"Improved Resection Margins in Surgical Oncology Using Intraoperative Mass Spectrometry","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_5","Amoon JamzadAlireza SedghiAlice M. L. SantilliNatasja N. Y. JanssenMartin KaufmannKevin Y. M. RenKaitlin VanderbeckAmi WangDoug McKayJohn F. RudanGabor FichtingerParvin Mousavi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_5","Chapter"
"Cartilage Segmentation in High-Resolution 3D Micro-CT Images via Uncertainty-Guided Self-training with Very Sparse Annotation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_78","Hao ZhengSusan M. Motch PerrineM. Kathleen PitirriKazuhiko KawasakiChaoli WangJoan T. RichtsmeierDanny Z. Chen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_78","Chapter"
"Doctor Imitator: A Graph-Based Bone Age Assessment Framework Using Hand Radiographs","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_74","Jintai ChenBohan YuBiwen LeiRuiwei FengDanny Z. ChenJian Wu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_74","Chapter"
"Reinforcement Learning of Musculoskeletal Control from Functional Simulations","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_14","Emanuel JoosFabien PéanOrcun Goksel","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_14","Chapter"
"Have You Forgotten? A Method to Assess if Machine Learning Models Have Forgotten Data","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_10","Xiao LiuSotirios A. Tsaftaris","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_10","Chapter"
"Probabilistic Joint Segmentation and Labeling of C. elegans Neurons","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_13","Amin NejatbakhshErdem VarolEviatar YeminiOliver HobertLiam Paninski","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_13","Chapter"
"INSIDE: Steering Spatial Attention with Non-imaging Information in CNNs","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_38","Grzegorz JacenkówAlison Q. O’NeilBrian MohrSotirios A. Tsaftaris","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_38","Chapter"
"Multimodal Priors Guided Segmentation of Liver Lesions in MRI Using Mutual Information Based Graph Co-Attention Networks","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_42","Shaocong MoMing CaiLanfen LinRuofeng TongQingqing ChenFang WangHongjie HuYutaro IwamotoXian-Hua HanYen-Wei Chen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_42","Chapter"
"Globally Optimized Super-Resolution of Diffusion MRI Data via Fiber Continuity","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_26","Ye WuYoonmi HongSahar AhmadWei-Tang ChangWeili LinDinggang ShenPew-Thian Yap","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_26","Chapter"
"Unified Cross-Modality Feature Disentangler for Unsupervised Multi-domain MRI Abdomen Organs Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_34","Jue JiangHarini Veeraraghavan","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_34","Chapter"
"Deep Reinforcement Active Learning for Medical Image Classification","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_4","Jingwen WangYuguang YanYubing ZhangGuiping CaoMing YangMichael K. Ng","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_4","Chapter"
"Three-Dimensional Thyroid Assessment from Untracked 2D Ultrasound Clips","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_49","Wolfgang WeinMattia LupettiOliver ZettinigSimon JagodaMehrdad SalehiViktoria MarkovaDornoosh ZonoobiRaphael Prevost","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_49","Chapter"
"Searching Collaborative Agents for Multi-plane Localization in 3D Ultrasound","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_53","Yuhao HuangXin YangRui LiJikuan QianXiaoqiong HuangWenlong ShiHaoran DouChaoyu ChenYuanji ZhangHuanjia LuoAlejandro FrangiYi XiongDong Ni","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_53","Chapter"
"Semi-supervised Learning for Fetal Brain MRI Quality Assessment with ROI Consistency","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_37","Junshen XuSayeri LalaBorjan GagoskiEsra Abaci TurkP. Ellen GrantPolina GollandElfar Adalsteinsson","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_37","Chapter"
"User-Guided Domain Adaptation for Rapid Annotation from User Interactions: A Study on Pathological Liver Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_45","Ashwin RajuZhanghexuan JiChi Tung ChengJinzheng CaiJunzhou HuangJing XiaoLe LuChienHung LiaoAdam P. Harrison","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_45","Chapter"
"A Deformable CRF Model for Histopathology Whole-Slide Image Classification","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_48","Yiqing ShenJing Ke","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_48","Chapter"
"Deep Interactive Learning: An Efficient Labeling Approach for Deep Learning-Based Osteosarcoma Treatment Response Assessment","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_52","David Joon HoNarasimhan P. AgaramPeter J. SchüfflerChad M. VanderbiltMarc-Henri JeanMeera R. HameedThomas J. Fuchs","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_52","Chapter"
"Cerebrovascular Segmentation in MRA via Reverse Edge Attention Network","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_7","Hao ZhangLikun XiaRan SongJianlong YangHuaying HaoJiang LiuYitian Zhao","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_7","Chapter"
"SAUNet: Shape Attentive U-Net for Interpretable Medical Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_77","Jesse SunFatemeh DarbehaniMark ZaidiBo Wang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_77","Chapter"
"SteGANomaly: Inhibiting CycleGAN Steganography for Unsupervised Anomaly Detection in Brain MRI","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_69","Christoph BaurRobert GrafBenedikt WiestlerShadi AlbarqouniNassir Navab","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_69","Chapter"
"Spatial Component Analysis to Mitigate Multiple Testing in Voxel-Based Analysis","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_65","Samuel GerberMarc Niethammer","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_65","Chapter"
"Graded Image Generation Using Stratified CycleGAN","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_73","Jianfei LiuJoanne LiTao LiuJohnny Tam","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_73","Chapter"
"An Interactive Mixed Reality Platform for Bedside Surgical Procedures","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_7","Ehsan AzimiZhiyuan NiuMaia StiberNicholas GreeneRuby LiuCamilo MolinaJudy HuangChien-Ming HuangPeter Kazanzides","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_7","Chapter"
"Generative Modelling of 3D In-Silico Spongiosa with Controllable Micro-structural Parameters","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_76","Emmanuel IarussiFelix ThomsenClaudio Delrieux","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_76","Chapter"
"Database Annotation with Few Examples: An Atlas-Based Framework Using Diffeomorphic Registration of 3D Trees","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_16","Pierre-Louis AntonsantiThomas BenseghirVincent JugnonJoan Glaunès","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_16","Chapter"
"Unsupervised Learning Model for Registration of Multi-phase Ultra-Widefield Fluorescein Angiography","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_20","Gyoeng Min LeeKwang Deok SeoHye Ju SongDong Geun ParkGa Hyung RyuMin SagongSang Hyun Park","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_20","Chapter"
"Feature Preserving Smoothing Provides Simple and Effective Data Augmentation for Medical Image Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_12","Rasha SheikhThomas Schultz","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_12","Chapter"
"DISCo: Deep Learning, Instance Segmentation, and Correlations for Cell Segmentation in Calcium Imaging","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_15","Elke KirschbaumAlberto BailoniFred A. Hamprecht","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_15","Chapter"
"Weakly Supervised Deep Learning for Breast Cancer Segmentation with Coarse Annotations","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_44","Hao ZhengZhiguo ZhuangYulei QinYun GuJie YangGuang-Zhong Yang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_44","Chapter"
"Estimating Tissue Microstructure with Undersampled Diffusion Data via Graph Convolutional Neural Networks","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_28","Geng ChenYoonmi HongYongqin ZhangJaeil KimKhoi Minh HuynhJiquan MaWeili LinDinggang ShenPew-Thian Yap","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_28","Chapter"
"Unlearning Scanner Bias for MRI Harmonisation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_36","Nicola K. DinsdaleMark JenkinsonAna I. L. Namburete","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_36","Chapter"
"Synthetic Sample Selection via Reinforcement Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_6","Jiarong YeYuan XueL. Rodney LongSameer AntaniZhiyun XueKeith C. ChengXiaolei Huang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_6","Chapter"
"TRAKO: Efficient Transmission of Tractography Data for Visualization","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_32","Daniel HaehnLoraine FrankeFan ZhangSuheyla Cetin-KarayumakSteve PieperLauren J. O’DonnellYogesh Rathi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_32","Chapter"
"Domain Adaptation for Ultrasound Beamforming","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_40","Jaime TierneyAdam LuchiesChristopher KhanBrett ByramMatthew Berger","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_40","Chapter"
"An Unsupervised Approach to Ultrasound Elastography with End-to-end Strain Regularisation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_55","Rémi DelaunayYipeng HuTom Vercauteren","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_55","Chapter"
"Automatic Angle of Progress Measurement of Intrapartum Transperineal Ultrasound Image with Deep Learning","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_39","Minghong ZhouChao YuanZhaoshi ChenChuan WangYaosheng Lu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_39","Chapter"
"Scribble-Based Domain Adaptation via Co-segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_47","Reuben DorentSamuel JoutardJonathan ShapeySotirios BisdasNeil KitchenRobert BradfordShakeel SaeedMarc ModatSébastien OurselinTom Vercauteren","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_47","Chapter"
"ICA-UNet: ICA Inspired Statistical UNet for Real-Time 3D Cardiac Cine MRI Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_43","Tianchen WangXiaowei XuJinjun XiongQianjun JiaHaiyun YuanMeiping HuangJian ZhuangYiyu Shi","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_43","Chapter"
"Deep Semi-supervised Knowledge Distillation for Overlapping Cervical Cell Instance Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_51","Yanning ZhouHao ChenHuangjing LinPheng-Ann Heng","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_51","Chapter"
"Foveation for Segmentation of Mega-Pixel Histology Images","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_54","Chen JinRyutaro TannoMoucheng XuThomy MertzanidouDaniel C. Alexander","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_54","Chapter"
"Time Matters: Handling Spatio-Temporal Perfusion Information for Automated TICI Scoring","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_9","Maximilian NielsenMoritz WaldmannThilo SentkerAndreas FrölichJens FiehlerRené Werner","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_9","Chapter"
"Automatic Localization of Landmarks in Craniomaxillofacial CBCT Images Using a Local Attention-Based Graph Convolution Network","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_79","Yankun LangChunfeng LianDeqiang XiaoHannah DengPeng YuanJaime GatenoSteve G. F. ShenDavid M. AlfiPew-Thian YapJames J. XiaDinggang Shen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_79","Chapter"
"PIANO: Perfusion Imaging via Advection-Diffusion","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_67","Peirong LiuYueh Z. LeeStephen R. AylwardMarc Niethammer","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_67","Chapter"
"Robust Multi-modal 3D Patient Body Modeling","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_9","Fan YangRen LiGeorgios GeorgakisSrikrishna KaranamTerrence ChenHaibin LingZiyan Wu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_9","Chapter"
"Automated Acquisition Planning for Magnetic Resonance Spectroscopy in Brain Cancer","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_71","Patrick J. BolanFrancesca BranzoliAnna Luisa Di StefanoLucia NichelliRomain ValabregueSara L. SaundersMehmet AkçakayaMarc SansonStéphane LehéricyMałgorzata Marjańska","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_71","Chapter"
"Learning Directional Feature Maps for Cardiac MRI Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_11","Feng ChengCheng ChenYukang WangHeshui ShiYukun CaoDandan TuChangzheng ZhangYongchao Xu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_11","Chapter"
"Robust Bone Shadow Segmentation from 2D Ultrasound Through Task Decomposition","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59725-2_78","Puyang WangMichael VivesVishal M. PatelIlker Hacihaliloglu","2020","http://link.springer.com/chapter/10.1007/978-3-030-59725-2_78","Chapter"
"Semantic Hierarchy Guided Registration Networks for Intra-subject Pulmonary CT Image Alignment","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_18","Liyun ChenXiaohuan CaoLei ChenYaozong GaoDinggang ShenQian WangZhong Xue","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_18","Chapter"
"Adversarial Uni- and Multi-modal Stream Networks for Multimodal Image Registration","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_22","Zhe XuJie LuoJiangpeng YanRitvik PulyaXiu LiWilliam Wells IIIJayender Jagadeesan","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_22","Chapter"
"Learning Semantics-Enriched Representation via Self-discovery, Self-classification, and Self-restoration","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_14","Fatemeh HaghighiMohammad Reza Hosseinzadeh TaherZongwei ZhouMichael B. GotwayJianming Liang","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_14","Chapter"
"Background and Illumination Correction for Time-Lapse Microscopy Data with Correlated Foreground","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_17","Tingying PengLorenz LammDirk LoefflerNouraiz AhmedNassir NavabTimm SchroederCarsten Marr","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_17","Chapter"
"DistNet: Deep Tracking by Displacement Regression: Application to Bacteria Growing in the Mother Machine","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59722-1_21","Jean OllionCharles Ollion","2020","http://link.springer.com/chapter/10.1007/978-3-030-59722-1_21","Chapter"
"Asymmetrical Multi-task Attention U-Net for the Segmentation of Prostate Bed in CT Image","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_46","Xuanang XuChunfeng LianShuai WangAndrew WangTrevor RoyceRonald ChenJun LianDinggang Shen","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_46","Chapter"
"Self-supervised Skull Reconstruction in Brain CT Images with Decompressive Craniectomy","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_38","Franco MatzkinVirginia NewcombeSusan StevensonAneesh KhetaniTom NewmanRichard DigbyAndrew StevensBen GlockerEnzo Ferrante","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_38","Chapter"
"E
$$^2$$



2


Net: An Edge Enhanced Network for Accurate Liver and Tumor Segmentation on CT Scans","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59719-1_50","Youbao TangYuxing TangYingying ZhuJing XiaoRonald M. Summers","2020","http://link.springer.com/chapter/10.1007/978-3-030-59719-1_50","Chapter"
"BiO-Net: Learning Recurrent Bi-directional Connections for Encoder-Decoder Architecture","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_8","Tiange XiangChaoyi ZhangDongnan LiuYang SongHeng HuangWeidong Cai","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_8","Chapter"
"Trajectories from Distribution-Valued Functional Curves: A Unified Wasserstein Framework","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59728-3_34","Anuja SharmaGuido Gerig","2020","http://link.springer.com/chapter/10.1007/978-3-030-59728-3_34","Chapter"
"Improve Unseen Domain Generalization via Enhanced Local Color Transformation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59713-9_42","Jianhao XiongAndre Wang HeMeng FuXinyue HuYifan ZhangCongxin LiuXin ZhaoZongyuan Ge","2020","http://link.springer.com/chapter/10.1007/978-3-030-59713-9_42","Chapter"
"ISINet: An Instance-Based Approach for Surgical Instrument Segmentation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_57","Cristina GonzálezLaura Bravo-SánchezPablo Arbelaez","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_57","Chapter"
"Region-of-Interest Guided Supervoxel Inpainting for Self-supervision","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59710-8_49","Subhradeep KayalShuai ChenMarleen de Bruijne","2020","http://link.springer.com/chapter/10.1007/978-3-030-59710-8_49","Chapter"
"Vision-Based Estimation of MDS-UPDRS Gait Scores for Assessing Parkinson’s Disease Motor Severity","Medical Image Computing and Computer Assisted Intervention – MICCAI 2020","","","","10.1007/978-3-030-59716-0_61","Mandy LuKathleen PostonAdolf PfefferbaumEdith V. SullivanLi Fei-FeiKilian M. PohlJuan Carlos NieblesEhsan Adeli","2020","http://link.springer.com/chapter/10.1007/978-3-030-59716-0_61","Chapter"
